scene	code_index	source	jp_text	en_text	zh_text	original_controls	pc_status	match_kind
SEEN7401_2	674	pc-safe	`＊Ｂ@「次はコーヒーを頼む」	`＊Ｂ@I'd like to drink some coffee next.	`＊Ｂ@「接下来喝咖啡吧」		equal-segment	alias-unique
SEEN7401_2	690	pc-safe	`芽衣@「コーヒーが一番、難易度が高いです」	`Mei@Coffee has the highest difficulty level of all.	`芽衣@「咖啡的难度是之中最高的」		equal-segment	alias-unique
SEEN7401_2	692	pc-safe	`芽衣@「そのまえに、やけどしないように冷ましますね」	`Mei@Well, let's cool it down first, so you don't burn yourself.	`芽衣@「先要把咖啡降温到不烫人的程度才行」		anchor	alias-unique
SEEN7401_2	694	pc-safe	`芽衣@「ふー、ふー…」	`Mei@*Fwoo fwoo*	`芽衣@「呼─呼─…」		anchor	alias-unique
SEEN7401_2	710	pc-safe	芽衣ちゃんとダラダラ過ごす朝は、端から見ると、きっとアホのような光景だろう。	If someone saw me leisurely spending my morning with Mei-chan like this, they'd probably think it a pretty dumb sight.	在旁人眼里，和芽衣一起悠闲地度过早晨的情景一定像傻瓜一样吧。		equal-segment	alias-unique
SEEN7401_2	712	pc-safe	けれど本当の妹が出来たようで、ちょっと楽しかった。	But it's almost like I've gained a little sister, so I'm pretty okay with this.	不过这样仿佛真的有一个妹妹一样，倒也有些开心。		equal-segment	alias-unique
SEEN7401_2	733	pc-safe	昼頃になると、ようやく目も覚めてくる。	Once noon arrives, I finally wake up.	到了中午，终于清醒了。		equal-segment	alias-unique
SEEN7401_2	753	pc-safe	芽衣ちゃんがアイロンをかけてくれた服を着て、外に出た。	Wearing the clothes Mei-chan ironed for me, I go outside.	穿上芽衣熨过的衣服，走出家门。		equal-segment	alias-unique
SEEN7401_2	756	pc-safe	もちろん、春原と早苗さんのデートを覗くためだ。	Of course, the reason we went out is to spy on Sunohara and Sanae-san's date.	当然是去监视春原和早苗的约会。		equal-segment	alias-unique
SEEN7401_2	774	pc-safe	約束の場所は、昨日も待ち合わせた公園なのだが…	We came to the appointed place: the park where they'd also arranged to meet yesterday. However...	他们约好的地方，应该是在昨天碰的公园吧…		equal-segment	alias-unique
SEEN7401_2	776	pc-safe	`＊Ｂ@「ちょっと早く来すぎたかな…」	`＊Ｂ@I think we got here a bit too early...	`＊Ｂ@「来得太早了吗…」		equal-segment	alias-unique
SEEN7401_2	792	pc-safe	`芽衣@「あ、おにいちゃん、いた」	`Mei@Ah, Onii-chan's here.	`芽衣@「啊，哥哥在那里」		equal-segment	alias-unique
SEEN7401_2	794	pc-safe	春原は、一足先に、その場所で待っていた。	Even before we arrived, Sunohara was already waiting here.	春原已经先到一步，在那里等着了。		equal-segment	alias-unique
SEEN7401_2	810	pc-safe	時間までは、まだだいぶあるのに、しきりに時計を気にしている。	There's still quite a while until it's time, but even so, he keeps looking at his watch.	虽然距离约好的时间还有很久，但是他仍不断地看表。		equal-segment	alias-unique
SEEN7401_2	812	pc-safe	何度も咳払いして、これでもかというぐらい髪を整える、その仕草。	Over and over he clears his throat, and as if that weren't enough, he keeps fussing with his hair.	他不断地咳嗽，频繁地整理头发。		equal-segment	alias-unique
SEEN7401_2	814	pc-safe	明らかに、固くなっていた。	Yeah, he's totally nervous.	他这副样子明显是在紧张。		equal-segment	alias-unique
SEEN7401_2	816	pc-safe	`＊Ｂ@「芽衣ちゃん、後ろから声をかけてみろよ」	`＊Ｂ@Mei-chan, why don't you try calling out to him?	`＊Ｂ@「芽衣，你试着从背后叫他」		equal-segment	alias-unique
SEEN7401_2	832	pc-safe	`芽衣@「え、わたしがですか？」	`Mei@Eh, me?	`芽衣@「哎，我吗？」		equal-segment	alias-unique
SEEN7401_2	834	pc-safe	`＊Ｂ@「早苗さんかと思って、びっくりするに違いない」	`＊Ｂ@I'm sure he'll think you're Sanae-san instead, and freak out.	`＊Ｂ@「他一定会当作是早苗，然后吓一跳的」		equal-segment	alias-unique
SEEN7401_2	836	pc-safe	`芽衣@「でも、声が全然ちがいますよ」	`Mei@But our voices are completely different.	`芽衣@「不过声音完全不一样啊」		anchor	alias-unique
SEEN7401_2	838	pc-safe	`＊Ｂ@「いや、今のあいつに、そんな余裕はないはずだ」	`＊Ｂ@No. As he is now, he probably won't be able to pick up on even that.	`＊Ｂ@「没事，现在的他根本没有精力去注意这点」		equal-segment	alias-unique
SEEN7401_2	854	pc-safe	`芽衣@「じゃあ、やってみますね」	`Mei@Well, I'll give it a try.	`芽衣@「那么，我试试」		equal-segment	alias-unique
SEEN7401_2	870	pc-safe	とことこと、その背後に近づく。	She briskly walks behind him.	她偷偷地走到春原背后。		equal-segment	alias-unique
SEEN7401_2	872	pc-safe	そして背伸びして、ぽんと肩を叩いた。	She then stands on her toes, and pats him on the shoulder.	踮起脚尖，轻轻地拍了下春原的肩膀。		equal-segment	alias-unique
SEEN7401_2	874	pc-safe	`芽衣@「待ちましたかっ」	`Mei@Did I keep you waiting?	`芽衣@「等了很久吗？」		anchor	alias-unique
SEEN7401_2	890	pc-safe	`春原@「いやっ、ははは、たった今来たところですっ！」	`Sunohara@No, hahaha! I only just got here!	`春原@「没，哈哈哈，其实我也刚来！」		equal-segment	alias-unique
SEEN7401_2	906	pc-safe	`春原@「あっ…デートの前に、これ受け取ってくださいっ！」	`Sunohara@Ah...! Before we go on our date, please, take this!	`春原@「啊…约会之前，请你收下这个！」		equal-segment	alias-unique
SEEN7401_2	908	pc-safe	`春原@「食費の三回分を浮かして買った、プレゼントですっ！」	`Sunohara@I skipped out on three meals just so I could buy you this present!	`春原@「这是我缩衣节食三顿饭的钱买来的礼物！」		anchor	alias-unique
SEEN7401_2	924	pc-safe	`芽衣@「ありがとうございまーすっ！」	`Mei@Thank you very much!	`芽衣@「谢谢你！」		equal-segment	alias-unique
SEEN7401_2	926	pc-safe	ずるぅっ！	*Thud*	啪！		equal-segment	alias-repeat-order
SEEN7401_2	928	pc-safe	ラッピングされた箱を取り落として、派手にこけていた。	Dropping the wrapped box, he tumbles over in a flashy manner.	她潇洒地让包装好的盒子从手中滑落。		equal-segment	alias-unique
SEEN7401_2	944	pc-safe	`春原@「め、芽衣…」	`Sunohara@M-Mei...?	`春原@「芽、芽衣…」		equal-segment	alias-unique
SEEN7401_2	946	pc-safe	`＊Ｂ@「つーか食費三回分って、１５００円ぐらいだろ。安っ！」	`＊Ｂ@Wait, isn't 3 meals only about 1500 yen? Man, you're cheap!	`＊Ｂ@「而且三顿饭的钱也就１５００日元左右吧。太便宜了！」		equal-segment	alias-unique
SEEN7401_2	962	pc-safe	`春原@「愛が籠もってれば、いいんだよっ」	`Sunohara@As long as it's filled with love, that doesn't matter!	`春原@「只要灌注有我的爱就行了！」		equal-segment	alias-unique
SEEN7401_2	964	pc-safe	`＊Ｂ@「で、なんでデートに制服なんだよ」	`＊Ｂ@So. Why're you going on a date in your uniform?	`＊Ｂ@「那么为什么要穿校服来约会啊」		equal-segment	alias-unique
SEEN7401_2	980	pc-safe	`春原@「フォーマルでいいでしょっ」	`Sunohara@I just want to dress formally! You got a problem with that?	`春原@「正式才是美」		equal-segment	alias-unique
SEEN7401_2	982	pc-safe	`＊Ｂ@「他のはシワシワだったり、ヘンな匂いしてたからだろ」	`＊Ｂ@I bet it's just because your other clothes are all wrinkled and smell strange.	`＊Ｂ@「因为其他的衣服不是皱巴巴的就是会散发出异味吧」		equal-segment	alias-unique
SEEN7401_2	984	pc-safe	`＊Ｂ@「昨日おまえの部屋、片づけたの俺なんだから、わかるんだよ」	`＊Ｂ@I was actually the one who cleaned up your room yesterday, so I know all about it.	`＊Ｂ@「昨天帮你打扫房间的是我，所以我知道」		equal-segment	alias-unique
SEEN7401_2	986	pc-safe	`春原@「くっ…おまえら、そんなケチ付けるためにわざわざ来たのかよっ」	`Sunohara@Tch... Did you two come all the way here just to belittle me?!	`春原@「唔…你们就是为了这些无聊的事来的吗？」		anchor	alias-unique
SEEN7401_2	988	pc-safe	`＊Ｂ@「緊張を解きほぐしてやったんじゃないか」	`＊Ｂ@Hey, now, don't you feel less nervous now because of us?	`＊Ｂ@「不是在帮助你解除紧张吗？」		equal-segment	alias-unique
SEEN7401_2	990	pc-safe	`芽衣@「おにいちゃん、ガチガチ」	`Mei@You're being so stiff, Onii-chan.	`芽衣@「哥哥你已经浑身僵硬了」		anchor	alias-unique
SEEN7401_2	992	pc-safe	`春原@「僕は自然体だよっ」	`Sunohara@No, I'm acting completely natural!	`春原@「我这是顺其自然」		anchor	alias-unique
SEEN7401_2	994	pc-safe	`＊Ｂ@「どうせ、待ちきれなくて、早くから来てたんだろ」	`＊Ｂ@He probably only got here so early because he couldn't stand waiting for his date.	`＊Ｂ@「反正肯定是因为等不及所以先来了吧」		equal-segment	alias-unique
SEEN7401_2	1010	pc-safe	`芽衣@「わっ、＊Ａさん、空き缶がこんなに散らばってますっ」	`Mei@Wah! ＊Ａ-san. Look at all these empty cans on the ground!	`芽衣@「哇，＊Ａ，遍地都是空罐子啊」		equal-segment	alias-unique
SEEN7401_2	1012	pc-safe	春原の足元には、大量のコーヒー缶が散乱していた。	A large amount of coffee cans are scattered around at Sunohara's feet.	春原的脚边散落着大量的咖啡罐。		equal-segment	alias-unique
SEEN7401_2	1028	pc-safe	`＊Ｂ@「おまえさ、いつから待ってんの？」	`＊Ｂ@...Just how long have you been waiting here?	`＊Ｂ@「你什么时候就来了？」		equal-segment	alias-unique
SEEN7401_2	1044	pc-safe	`春原@「はっ、これも作戦さっ」	`Sunohara@Heh. This is all part of my plan.	`春原@「哈哈，这也是策略之一啊」		equal-segment	alias-unique
SEEN7401_2	1046	pc-safe	`春原@「早苗さんが来て、これを見るだろ？」	`Sunohara@When Sanae-san comes, she's gonna see this, right?	`春原@「早苗来后，一定会注意到吧？」		anchor	alias-unique
SEEN7401_2	1062	pc-safe	`春原@「すると、『こんなに待ってたの…キュンッ』ってなるのさ」	`Sunohara@And when she does, she'll be like, ❝You waited this long for me...? SMOOCH!❞	`春原@「然后，就会发生『让你久等了…啾』这样的情况」		equal-segment	alias-unique
SEEN7401_2	1064	pc-safe	`＊Ｂ@「いや、単に喉が乾いていると思うだろ」	`＊Ｂ@Yeah, no, I think she's just going to assume you were really thirsty.	`＊Ｂ@「我觉得你只是单纯口渴吧」		equal-segment	alias-unique
SEEN7401_2	1066	pc-safe	`春原@「＊Ａ、おまえはまだまだ青いね」	`Sunohara@＊Ａ, you're still so inexperienced.	`春原@「＊Ａ，你还太嫩了」		anchor	alias-unique
SEEN7401_2	1068	pc-safe	`春原@「これぞ、男の仕掛ける、恋という名の遊技…」	`Sunohara@This right here is the game called ❝love❞ that men play.	`春原@「这就是男人所设下的名为恋爱的游艺…」		anchor	alias-unique
SEEN7401_2	1070	pc-safe	`春原@「ボーイズラブゲームってやつかな」	`Sunohara@I guess you could say it's a boy's love game.	`春原@「就是叫做ＢＬ游戏的东西啊」		anchor	alias-unique
SEEN7401_2	1072	pc-safe	耽美なゲームになっていた。	Yeah, you go play your Boys' Love game...	变成眈美游戏了啊。		equal-segment	alias-unique
SEEN7401_2	1088	pc-safe	`芽衣@「おにいちゃん、でもこんなにたくさんの缶、どうしたの？」	`Mei@But Onii-chan, what's with all these cans on the ground?	`芽衣@「不过哥哥你是怎么弄来这么多罐子的？」		equal-segment	alias-unique
SEEN7401_2	1090	pc-safe	`＊Ｂ@「その辺から漁ってきたんだろ」	`＊Ｂ@He must've taken them out of someone's trash or something.	`＊Ｂ@「从附近找来的吧」		equal-segment	alias-unique
SEEN7401_2	1092	pc-safe	`＊Ｂ@「まさか、全部飲んだわけじゃないだろうしな」	`＊Ｂ@There's no way he could have drunk all of them.	`＊Ｂ@「总不可能都是自己喝光的吧」		equal-segment	alias-unique
SEEN7401_2	1094	pc-safe	だとしたら、本物のアホだ。	If he did, he'd truly be an idiot.	如果是这样的话，他就是货真价实的白痴。		equal-segment	alias-unique
SEEN7401_2	1110	pc-safe	`春原@「やべっ、ちょっとトイレいってくるっ」	`Sunohara@Crap, I gotta go to the bathroom real quick.	`春原@「糟了，我去一下厕所」		equal-segment	alias-unique
SEEN7401_2	1112	pc-safe	本物のアホだった！	He truly is an idiot!	货真价实的白痴啊！		equal-segment	alias-unique
SEEN7401_2	1128	pc-safe	`芽衣@「こんなに散らかってたら、迷惑ですよね…」	`Mei@It's going to bother people, having all these cans lying around...	`芽衣@「扔得地上都是，会给别人添麻烦的…」		equal-segment	alias-unique
SEEN7401_2	1144	pc-safe	`芽衣@「片づけちゃえ」	`Mei@Guess I'll clean 'em up.	`芽衣@「收拾一下吧」		equal-segment	alias-unique
SEEN7401_2	1160	pc-safe	そしてせっかくの作戦は、芽衣ちゃんによってゴミ箱送りとなっていた。	And thus, Sunohara's plan was sent off into the garbage bin by Mei-chan.	于是，春原的策略被芽衣转移到垃圾桶里去了。		equal-segment	alias-unique
SEEN7401_2	1162	pc-safe	`声@「お手伝いしますねっ」	`Voice@Oh, I'll help you.	`声音@「我也来帮忙吧」		anchor	alias-unique
SEEN7401_2	1178	pc-safe	`芽衣@「あ、すみませんっ」	`Mei@Ah, I'm sorry.	`芽衣@「啊，对不起」		equal-segment	between-anchors-unique-exact
SEEN7401_2	1194	pc-safe	`芽衣@「もう、ご迷惑おかけします…」	`Mei@Geez, we're already causing trouble...	`芽衣@「真是太麻烦您了…」		equal-segment	alias-unique
SEEN7401_2	1210	pc-safe	`声@「いえいえ…」	`Voice@Not at all...	`声音@「没事…」		equal-segment	alias-unique
SEEN7401_2	1226	pc-safe	`早苗@「あ、＊Ａさん。こんにちは」	`Sanae@Ah, ＊Ａ-san, good afternoon.	`早苗@「啊，＊Ａ。你好」		equal-segment	alias-unique
SEEN7401_2	1228	pc-safe	`＊Ｂ@「ちっす」	`＊Ｂ@'Sup.	`＊Ｂ@「你好」		equal-segment	between-anchors-unique-exact
SEEN7401_2	1244	pc-safe	`春原@「ふぃー…」	`Sunohara@Phew...	`春原@「呼─…」		equal-segment	alias-unique
SEEN7401_2	1246	pc-safe	そこに、春原が帰ってきた。	At that very moment, Sunohara returns.	就在这时，春原回来了。		equal-segment	alias-unique
SEEN7401_2	1262	pc-safe	`早苗@「陽平さんも、こんにちはっ」	`Sanae@And good afternoon to you, too, Youhei-san.	`早苗@「阳平，你好」		equal-segment	alias-unique
SEEN7401_2	1278	pc-safe	`春原@「あ、こんちはっす」	`Sunohara@Ah, what's up?	`春原@「啊，你好」		equal-segment	alias-unique
SEEN7401_2	1294	pc-safe	`春原@「って、しまったーーーっ！」	`Sunohara@AH, CRAAAAP!	`春原@「啊，完蛋了──！」		equal-segment	alias-unique
SEEN7401_2	1296	pc-safe	超、間の悪い男だった。	This guy has the worst luck.	他的运气真差。		equal-segment	alias-unique
SEEN7401_2	1312	pc-safe	`早苗@「今日も、よろしくお願いしますねっ」	`Sanae@Take good care of me again during our date today, okay?	`早苗@「今天也请你多多关照呢」		equal-segment	alias-unique
SEEN7401_2	1328	pc-safe	`春原@「はい…」	`Sunohara@I will...	`春原@「好…」		equal-segment	alias-unique
SEEN7401_2	1344	pc-safe	`芽衣@「………」	`Mei@...	`芽衣@「………」		equal-segment	between-anchors-unique-exact
SEEN7401_2	1346	pc-safe	`早苗@「あら、もしかしてこちらの方も、お知り合いですか？」	`Sanae@Oh, could it be this person here is also an acquaintance of yours?	`早苗@「啊，难道这位是你们的朋友吗？？」		anchor	alias-unique
SEEN7401_2	1348	pc-safe	`芽衣@「え、あっ…はいっ」	`Mei@A-Ah, yes!	`芽衣@「哎，啊…是的」		anchor	alias-unique
SEEN7401_2	1350	pc-safe	`芽衣@「わたし、春原の妹で…芽衣です」	`Mei@I'm Sunohara's little sister... Mei.	`芽衣@「我是春原的妹妹…名叫芽衣」		anchor	alias-unique
SEEN7401_2	1366	pc-safe	`早苗@「妹さんでしたか」	`Sanae@So you're his little sister?	`早苗@「是他的妹妹吗？」		equal-segment	alias-unique
SEEN7401_2	1368	pc-safe	`早苗@「はじめまして、古河早苗です」	`Sanae@Nice to meet you. I'm Sanae Furukawa.	`早苗@「初次见面，我名叫古河早苗」		anchor	alias-unique
SEEN7401_2	1384	pc-safe	`芽衣@「早苗さん…」	`Mei@Sanae-san...	`芽衣@「早苗…」		equal-segment	alias-repeat-order
SEEN7401_2	1386	pc-safe	`芽衣@「あ、あの…早苗さんって、おにいちゃんの…」	`Mei@U-Um... Sanae-san, are you my onii-chan's...	`芽衣@「那，那个…早苗你是…哥哥的…」		anchor	alias-unique
SEEN7401_2	1402	pc-safe	`早苗@「はいっ、そうです」	`Sanae@Yes, that's right.	`早苗@「嗯，是的」		equal-segment	alias-unique
SEEN7401_2	1418	pc-safe	`早苗@「陽平くんの、彼女ですよっ」	`Sanae@I'm Youhei-kun's girlfriend.	`早苗@「我是阳平的女友」		equal-segment	alias-unique
SEEN7401_2	1434	pc-safe	`芽衣@「………」	`Mei@...	`芽衣@「………」		equal-segment	between-anchors-unique-exact
SEEN7401_2	1436	pc-safe	`芽衣@「…本当、ですか」	`Mei@...Really?	`芽衣@「…真的吗？」		anchor	alias-unique
SEEN7401_2	1438	pc-safe	`早苗@「本当です」	`Sanae@Really.	`早苗@「真的」		anchor	alias-unique
SEEN7401_2	1440	pc-safe	`芽衣@「さ、触っていいですか」	`Mei@I-Is it all right if I touch you?	`芽衣@「我能碰一下你吗？」		anchor	alias-unique
SEEN7401_2	1456	pc-safe	`早苗@「どうぞっ」	`Sanae@By all means.	`早苗@「请便」		equal-segment	alias-unique
SEEN7401_2	1458	pc-safe	おずおずと、その手に触れる。	She timidly touches her hand.	她小心翼翼地触摸着早苗的手。		equal-segment	alias-unique
SEEN7401_2	1460	pc-safe	ぺたぺたと、確かめるようにしていた。	Poking her softly, as if trying to see for sure.	她不断地轻拍早苗的手，仿佛在确认是否真的存在。		equal-segment	alias-unique
SEEN7401_2	1476	pc-safe	`芽衣@「本当だ…」	`Mei@You're real...	`芽衣@「真的…」		equal-segment	alias-unique
SEEN7401_2	1478	pc-safe	`芽衣@「本当に、いるんだ…」	`Mei@You really exist...	`芽衣@「真的存在啊…」		anchor	alias-unique
SEEN7401_2	1480	pc-safe	そして、ちらりと顔を見上げる。	She then casts a glance upward.	然后她突然抬起头。		equal-segment	alias-unique
SEEN7401_2	1496	pc-safe	`芽衣@「…おきれいですね」	`Mei@...You're pretty, aren't you?	`芽衣@「…您真漂亮」		equal-segment	alias-unique
SEEN7401_2	1512	pc-safe	`早苗@「ありがとうございますっ」	`Sanae@Thank you very much!	`早苗@「谢谢你」		equal-segment	between-anchors-unique-exact
SEEN7401_2	1528	pc-safe	`芽衣@「こんな、きれいな人なのに、おにいちゃんと…」	`Mei@You're so beautiful, yet you're with...	`芽衣@「这么漂亮的人，怎么会和哥哥…」		equal-segment	alias-unique
SEEN7401_2	1544	pc-safe	`芽衣@「おにいちゃんと、おにいちゃんとっ…！」	`Mei@...with Onii-chan... with Onii-chan...!	`芽衣@「和哥哥，和哥哥他…！」		equal-segment	alias-unique
SEEN7401_2	1560	pc-safe	がばっ。	*Glomp*	啪。		equal-segment	alias-unique
SEEN7401_2	1562	pc-safe	ぎゅっと、小さな体で、早苗さんを抱きしめた。	She hugs Sanae-san tightly with her small body.	她小小的身体突然钻入早苗的怀中。		equal-segment	alias-unique
SEEN7401_2	1564	pc-safe	`芽衣@「う、ううう…」	`Mei@U...Uuhhh...	`芽衣@「呜，呜呜呜…」		anchor	alias-unique
SEEN7401_2	1566	pc-safe	`芽衣@「なんて不憫な…」	`Mei@You pitiful girl...	`芽衣@「真可怜…」		anchor	alias-unique
SEEN7401_2	1582	pc-safe	`春原@「どういう意味だよっ」	`Sunohara@What's that supposed to mean?!	`春原@「什么意思？」		equal-segment	alias-unique
SEEN7401_2	1598	pc-safe	`早苗@「芽衣さん。お兄さんのこと、そんなふうに言ってはいけませんよ」	`Sanae@Mei-san. You shouldn't be talking about your big brother like that.	`早苗@「芽衣，不可以用那样的口气说哥哥啊」		equal-segment	alias-unique
SEEN7401_2	1600	pc-safe	`早苗@「陽平くんにも、いいところはたくさんあります」	`Sanae@Youhei-kun has plenty of strong points, too.	`早苗@「阳平他也有很多优点的」		anchor	alias-unique
SEEN7401_2	1616	pc-safe	`早苗@「妹さんなら、知っていますよね？」	`Sanae@You should know them if you're his little sister.	`早苗@「身为妹妹的话，应该知道吧？」		equal-segment	alias-unique
SEEN7401_2	1632	pc-safe	`芽衣@「そりゃ、全然ないってわけじゃないですけど…」	`Mei@Well, it's not like he doesn't have good points at all...	`芽衣@「这个，哥哥倒也不是毫无优点…」		equal-segment	alias-unique
SEEN7401_2	1634	pc-safe	`春原@「芽衣…」	`Sunohara@Mei...	`春原@「芽衣…」		anchor	between-anchors-unique-exact
SEEN7401_2	1650	pc-safe	`早苗@「そうですよね…＊Ａさん」	`Sanae@You agree, too, right? ＊Ａ-san?	`早苗@「是这样吧…＊Ａ」		equal-segment	alias-unique
SEEN7401_2	1652	pc-safe	`＊Ｂ@「いや、まったくないです」	`＊Ｂ@Nope, he doesn't have good points at all.	`＊Ｂ@「不，完全没有」		equal-segment	alias-unique
SEEN7401_2	1668	pc-safe	`春原@「そこは頷いてくれよっ」	`Sunohara@Agree with her here, man!	`春原@「拜托你点头吧」		equal-segment	alias-unique
SEEN7401_2	1684	pc-safe	`早苗@「まぁまぁ…では、これから見つけてあげてください」	`Sanae@Now, now... Well, please try to see his good points starting today, then.	`早苗@「好了好了…那么请从现在开始去发现吧」		equal-segment	alias-unique
SEEN7401_2	1686	pc-safe	`早苗@「それに、喧嘩してはダメですよ」	`Sanae@Also, you shouldn't fight, okay?	`早苗@「还有，不可以吵架啊」		equal-segment	alias-unique
SEEN7401_2	1702	pc-safe	`早苗@「今日は、なんといってもデートですからね」	`Sanae@Since after all is said and done, today's our date, after all.	`早苗@「因为不管怎么说，今天好歹也是约会啊」		equal-segment	alias-unique
SEEN7401_2	1718	pc-safe	`春原@「あ、ああ…そうっすね」	`Sunohara@Y-Yeah... that's true.	`春原@「啊，对…是啊」		equal-segment	alias-unique
SEEN7401_2	1734	pc-safe	`春原@「ははは、こんな奴ら放っておいて、いきましょうか」	`Sunohara@Hahaha. Well, let's ditch these guys and go, then.	`春原@「哈哈哈，不要管这些家伙了，我们走吧」		equal-segment	alias-unique
SEEN7401_2	1750	pc-safe	`早苗@「放っておくわけにはいきませんが、出発しましょうか」	`Sanae@I don't think you should ditch anyone, but I agree. Let's depart.	`早苗@「不能把他们放下不管，一起出发吧」		equal-segment	alias-unique
SEEN7401_2	1766	pc-safe	`＊Ｂ@「って、おい春原」	`＊Ｂ@Hey, wait, Sunohara.	`＊Ｂ@「喂，春原」		equal-segment	alias-unique
SEEN7401_2	1782	pc-safe	`春原@「え、なに？」	`Sunohara@Huh, what?	`春原@「哎，怎么了？」		equal-segment	between-anchors-unique-exact
SEEN7401_2	1784	pc-safe	`＊Ｂ@「ちょっとこっちこい」	`＊Ｂ@Come here for a bit.	`＊Ｂ@「过来一下」		equal-segment	alias-unique
SEEN7401_2	1800	pc-safe	出かけようとするところを、呼び止める。	The moment he tries to leave, I call him to a stop.	春原正要走时，我叫住了他。		equal-segment	alias-unique
SEEN7401_2	1802	pc-safe	腕をつかんで、公園の端まで引っ張っていった。	I grab his arm and drag him over to the edge of the park.	我抓过他的手腕把他拖到公园的另一边。		equal-segment	alias-unique
SEEN7401_2	1804	pc-safe	`＊Ｂ@「なぁ、ここまででいいんじゃないか？」	`＊Ｂ@Hey, haven't you done enough now?	`＊Ｂ@「我说，到此为止吧？」		equal-segment	alias-unique
SEEN7401_2	1820	pc-safe	`春原@「えっ、今からが本番だろ？」	`Sunohara@Huh? But things are only just starting.	`春原@「哎，从现在开始才是正题吧？」		equal-segment	alias-unique
SEEN7401_2	1822	pc-safe	…こいつ、なにか勘違いしてやがる。	...This guy seems to be misunderstanding something here.	…这家伙搞错了什么。		equal-segment	alias-unique
SEEN7401_2	1838	pc-safe	`＊Ｂ@「あのな、俺たちの目的はなんだ？」	`＊Ｂ@Say, do you remember what our goal was in all this?	`＊Ｂ@「我问你，我们的目的是什么？」		equal-segment	alias-unique
SEEN7401_2	1840	pc-safe	`＊Ｂ@「おまえに彼女がいてウハウハってところを、芽衣ちゃんに見せることだろ？」	`＊Ｂ@Didn't you want to show Mei-chan you have a girlfriend and your life is now all smiles?	`＊Ｂ@「应该是为了让芽衣看到你和女友打得火热吧？」		equal-segment	alias-unique
SEEN7401_2	1856	pc-safe	`春原@「それはそうだけどさ…」	`Sunohara@Well, that's true, but...	`春原@「的确如此…」		equal-segment	alias-unique
SEEN7401_2	1858	pc-safe	`＊Ｂ@「じゃあ、その目的は果たしたじゃないか」	`＊Ｂ@Haven't you already achieved your goal, then?	`＊Ｂ@「那么，这个目的不是已经达到了吗？」		equal-segment	alias-unique
SEEN7401_2	1860	pc-safe	`＊Ｂ@「これ以上、お芝居を続けることもないだろうが」	`＊Ｂ@There should be no reason to continue with this act.	`＊Ｂ@「那么这戏也没必要继续演下去了吧」		equal-segment	alias-unique
SEEN7401_2	1862	pc-safe	`春原@「はぁ…わかってないな、＊Ａ」	`Sunohara@*Sigh* You really just don't get it, ＊Ａ.	`春原@「唉…＊Ａ，你不明白」		anchor	alias-unique
SEEN7401_2	1864	pc-safe	`春原@「確かに、芽衣への目的は果たしたかもしれないよ」	`Sunohara@Indeed. This originally started because I wanted to do something for Mei.	`春原@「的确，应付芽衣的目的也许已经达成了」		anchor	alias-unique
SEEN7401_2	1880	pc-safe	`春原@「でも、僕と早苗さんの仲はこれからさっ」	`Sunohara@However, the relationship between Sanae-san and me is only just getting started.	`春原@「不过，我和早苗的关系才刚刚开始啊」		equal-segment	alias-unique
SEEN7401_2	1896	pc-safe	`春原@「昨日の予行演習でも、盛り上がっちゃったしね…」	`Sunohara@Our rehearsal yesterday brimming with excitement already...	`春原@「昨天的预演也进行得非常顺利…」		equal-segment	alias-unique
SEEN7401_2	1898	pc-safe	`春原@「このままデートを重ねて、そのあとは…」	`Sunohara@So we'll just keep going on dates like this, and then...	`春原@「就这样继续约会下去的话，之后就能…」		anchor	alias-unique
SEEN7401_2	1914	pc-safe	`春原@「うひょーーーーっ、鼻血出そうだよっ！」	`Sunohara@WOOOOOOOOOOO, I'm almost getting a nosebleed already!	`春原@「唔哇────鼻血都快喷出来了！」		equal-segment	alias-unique
SEEN7401_2	1916	pc-safe	`＊Ｂ@「テンプルッ！」	`＊Ｂ@Temple!	`＊Ｂ@「交首破颜拳！」		equal-segment	alias-unique
SEEN7401_2	1932	pc-safe	ごすっ！	*WHAM*	啪叽！		equal-segment	between-anchors-unique-exact
SEEN7401_2	1935	pc-safe	　	　	　			nonverbal-preserved
SEEN7401_2	1937	pc-safe	`春原@「はぐぅっ！」	`Sunohara@Ghuuuh!	`春原@「唔哇！」		equal-segment	between-anchors-unique-exact
SEEN7401_2	1953	pc-safe	`春原@「って、とうとう顔面っすか！」	`Sunohara@Finally going for the face now, are we?!	`春原@「喂，干吗打我脸！」		equal-segment	alias-unique
SEEN7401_2	1969	pc-safe	`＊Ｂ@「おまえな…あんまりヘンなこと考えんなよ」	`＊Ｂ@Seriously... what are you thinking?	`＊Ｂ@「你啊…不要去想一些奇怪的东西啊」		equal-segment	alias-unique
SEEN7401_2	1971	pc-safe	`＊Ｂ@「あくまで、早苗さんは善意で手伝ってくれてるんだからな？」	`＊Ｂ@Sanae-san is only helping out of the kindness of her heart, and that's not going to change.	`＊Ｂ@「再怎么说，早苗她也只是因为善意才帮忙的啊？」		equal-segment	alias-unique
SEEN7401_2	1973	pc-safe	`春原@「んなこと、わかってるよ」	`Sunohara@I know that.	`春原@「这种事情我当然明白」		anchor	alias-unique
